mid,content,star,time
5047023625571906,"#外交部回应菲律宾侵闯仁爱礁#
#7名菲士兵在仁爱礁接触事件中受伤#

DW 中文- 德国之声的报道：
菲律宾媒体：与中国海警的冲突中菲律宾一海军士兵的手指被切断
昨天菲律宾海军人员在试图向被菲方称作阿云津礁（Ayungin，中方称仁爱礁，国际上称第二托马斯礁）“坐滩”的“马德雷山号”登陆舰提供补给时，遭到中国海警拦截。
今天，菲律宾多家媒体引述消息人士的信息称，在昨天的冲突中，菲律宾海军特种作战大队 (NAVSOG) 7名成员受伤，其中一名成员的手指被切断。
据Palawan News报道，昨天的轮换和补给 任务涉及6艘菲律宾船只，但由于遭到拦截，所有船只均未能抵达阿云津礁。报道称，中国海警瞄准了所有任务船只，包括刚性充气艇 (RHIB)，将其击穿并使其无法移动。中国海警还从菲律宾海军士兵身上缴获了8件武器。
消息人士称，菲律宾方面的一艘主力船被中国船只四面包围，并被撞击拖曳，还被拖至很远的地方，阻碍救援工作。
这名消息人士还说，尽管事件严重，但菲律宾政府却对此事保持沉默。
菲律宾媒体GMA News引述另一位消息人士称，四名菲律宾人员被中国海警“劫持”，但后来经过谈判获得释放。
中国此前曾警告菲律宾不要侵入其认为属于中国的领海，并发布了于6月15日生效的海警执法新规定。
根据新规定， “非法进入”中国领海及其以内海域的外国船舶可以被扣留，有“非法出入境嫌疑”的外国人也可被拘留审查，时长可达60天。
中国海警局新闻发言人甘羽昨天对外表示，“6月17日，菲律宾违背承诺，派出1艘运补船、2艘充气艇非法闯入中国南沙群岛仁爱礁邻近海域，企图向非法‘坐滩’军舰运送物资。期间，菲运补船危险接近、蓄意碰撞中方正常航行的船只”。
他说：“中国海警对菲船艇依法采取警告拦阻、登临检查、强制驱离等管制措施，处置合理合法、专业规范。”
菲律宾武装部队（AFP）表示，不会认可中国“误导性”的言论。 菲军方发言人称，中国海警人员的持续侵略行动正在加剧该地区的紧张局势。
菲律宾国防部长特奥多罗（Gilberto Teodoro）说：“国际社会现在应该清楚，中国的行动才是维护南海和平与稳定的真正阻碍。”
美国驻菲律宾大使罗美凯（玛丽凯·卡尔森 MaryKay Carlson）在社交平台X上写道：“美国谴责中国在阿云津礁（第二托马斯浅滩）附近采取的侵略性危险行动，这种行动造成了人身伤害，损坏了菲律宾船只，
并妨碍了为菲律宾专属经济区内的菲方人员补给食品、水和基本物资的合法海上行动。我们与我们的盟友站在一起，支持自由开放的印太地区。”
PS：1、以上可看出，美国唯恐天下不乱，中国和菲律宾的海上争议是中菲两国之间的问题，任何第三方无权介入。近一段时间以来，美国为实现自身地缘政治私利，一方面怂恿支持配合菲律宾在南海侵权挑衅，一方面颠倒是非，放大争议，挑动对抗，严重危害地区和平稳定。中国将继续依据国内法和国际法，采取必要措施，坚定维护领土主权和海洋权益。
2、对此，中国外交部发言人林剑表示，菲律宾不顾中方劝阻，执意侵闯中国南沙群岛仁爱礁，是造成这次事态的直接原因。中国海警现场采取的执法措施是专业、克制的，旨在拦阻菲方的船只非法运补，没有对菲方的人员直接采取措施。菲方一再声称，运补的是生活物资，但实际上一直在偷运建筑材料，甚至武器弹药，企图长期侵占仁爱礁。中方敦促菲方立即停止侵权挑衅的行径，中方将继续依法坚决维护自身的主权权益。
10日，菲律宾派遣船只擅自闯入中国南沙群岛仁爱礁海域，中国海警依法对菲方船只（右）采取必要措施（新华视觉）
收起
d",赞,8分钟前
5047015302238012,"#中国海警登检菲船艇画面公布#
【现场图|中国海警对菲船艇依法登临检查】中国海警局6月17日通报，当天，菲律宾违背承诺，派出1艘运补船、2艘充气艇非法闯入中国南沙群岛仁爱礁邻近海域，企图向非法“坐滩”军舰运送物资。中国海警采用多种措施依法依规处置，坚决维护了国家领土主权和海洋权益。菲律宾“巴拉望新闻”等多家菲媒6月18日则引用所谓消息人士的话称，菲方此次的运补行动被中方的反制挫败，并付出“七人受伤、一人断指，八枪被缴、一船破损”等代价。《环球时报》记者6月18日获取的一组中国海警执法现场的影像显示，菲方此次的非法运补行动可谓有备而来，执意顽抗，菲方在此次运补行动中出现诸多针对性战术调整以及挑衅意味十足的危险动作，足以戳穿菲方试图营造的“受害者”的虚假形象。
中国海警在官方通报中表示，菲运补船危险接近、蓄意碰撞中方正常航行的船只。中国海警对菲船艇依法采取警告拦阻、登临检查、强制驱离等管制措施。菲律宾GMA和“巴拉望新闻”等媒体在报道中也坦承，菲方此次的运补行动被中方的反制行动挫败。报道称，在此次行动中，菲方出动多艘船艇，目标是向位于仁爱礁上的菲方非法“坐滩”军舰运送物资，但这些船艇均未能接近仁爱礁。
值得注意的是，菲媒在报道中引用所谓“消息人士”的话表示，与以往行动不同的是，菲方此次行动由菲律宾武装部队主导，菲律宾海岸警卫队只负责提供秘密支持。 菲律宾海军的特种作战大队也参与了此次任务，并有一名成员受伤。菲律宾海岸警卫队发言人之一杰伊·塔列拉早些时候甚至公开表示，此次补给任务纯粹是一次军事行动。 菲方的相关调整意味着，菲律宾政府试图升级局势，由海上军事力量而不是海上执法力量参与到对仁爱礁的侵权行动。
菲方运补战术也在进行调整。《环球时报》记者获取的现场影像显示，此次菲方的非法运补行动中，一改以往采用木制的“尤娜扎”号船作为运补船的策略，而是采用航速更快，机动性和突破能力更强的菲军方硬壳充气艇和改装的钢制运输船作为运补主力，其中钢制运输船还做了加固处理，该船驾驶室的前挡玻璃和左右舷窗户都加装了钢板，以“抵御”中方采用的水炮拦阻等管制措施。
“武备”升级的菲方在此次非法运补行动中的表现也值得注意。中国海警6月17日发布的官方通报显示，在中国海警依法对菲船只采取管制措施期间。无视中方多次严正警告，违反《国际海上避碰规则》，以不专业方式，故意危险接近中方正常航行船只，导致发生擦碰。《环球时报》记者获取的现场影像也显示，此次非法运补行动中，菲军出动的运补船上甚至还架有机枪，面对中国海警船的依法警告规制，菲军运补船丝毫没有减速调头的迹象，而是持续加速航行，执意顽抗。在对抗过程中，菲方运补船还多次做出危险航行的举动，试图从中方在仁爱礁正常作业的渔船的左舷穿越船艏，并在位于中方海警船左舷的位置上危险接近、蓄意冲撞中国海警船，上述行径均严重违反了《国际海上避碰规则》。
《环球时报》记者梳理中国海警的官方通报发现，菲方此次以编队形式开展的非法运补行动距离上次大规模海上运补行动已有两个多月，菲方为何突然升级其非法运补行动，加大对抗力度？中国南海研究院海洋法律与政策研究所副所长丁铎18日接受《环球时报》记者采访时表示，前段时间菲律宾的举动遭到中国强有力的反制，菲律宾没有占到什么便宜，现在有比较强烈的动机来闹事，来提高摩擦烈度和对抗强度，同时也是以此试探中国的维权能力。
“菲律宾现在有节奏地按照一定步调地故意升级海上摩擦，为了配合他在外交、法律和舆论等领域多层面地进行侵权挑衅。前几天菲提交南海外大陆架划界申请，菲官员不时扬言再次提起仲裁，随着南海仲裁案非法裁决所谓八周年纪念日的临近，菲律宾是有意以海上行动、舆论、外交等方面的协同策应来试图对中国施加更大的压力。”丁铎称。
面对菲方的恶意挑衅行为，中国海警也加大了执法力度，除了对菲船艇依法采取警告拦阻之外，此次维权执法行动中，中国海警还首次采取了登临检查、强制驱离等管制措施，相关处置合理合法、专业规范。
《环球时报》记者获取的现场影像也显示，面对执意顽抗的菲军船艇，中国海警出动橡皮艇和冲锋舟以前后“夹击”的方式，强制驱离菲军的运补小艇。此外，中国海警执法人员还登临菲军的运补硬壳充气艇开展检查工作，并在菲方小艇上搜出防弹衣等物品。部分菲方人员也配合检查。
值得一提的是，在被中方的强力反制挫败之后，菲方一改以往第一时间就高调发声、恶意污蔑的套路，而是迟迟没有透露此次任务的具体情况。菲官方的“冷漠”表现也引发其国内不满，接受菲媒采访的菲方知情人士表示，尽管事件严重，但菲律宾政府却对此事件保持沉默，这让他感到“沮丧”。
虽然想方设法试图突破中方在仁爱礁的防线，但是菲方完全无法接近侵权的“既定目标”。此次中方的成功反制再次表明，菲方的侵权对抗行动只会是得不偿失。丁铎认为，近一年多来中国就南海问题采取的举措和释放的信号可以看出三个“坚定不移”：一是中国维护自身领土主权和海洋权利的决心坚定不移，二是中国维护南海和平稳定大方向的决心坚定不移，三是中国坚持以对话沟通管控摩擦分歧和以直接谈判磋商解决南海问题的政策立场坚定不移。
“这意味着，菲律宾如果继续制造事端，他面对的必定是中国有针对性的能够让菲律宾感到疼痛的反制措施，菲律宾必然要为其错误付出相应的代价”丁铎表示，中国对于同菲律宾进行涉海沟通对话、开展直接谈判磋商和推进低敏感领域海洋合作的大门始终敞开，机制在，意愿在，基础也在。菲律宾是继续胡搅蛮缠还是迷途知返，到了需要认真反思的时候。
在6月19日的外交部例行记者会上，有记者提问称，中国外交部发言人林剑也对此次中方的反制行动予以回应。林剑表示，菲律宾不顾中方劝阻，执意侵闯中国南沙群岛仁爱礁，是造成这次事态的直接原因。
他介绍称，中国海警现场采取的执法措施是专业、克制的，旨在拦阻菲方的船只非法运补，没有对菲方的人员直接采取措施。菲方一再声称，运补的是生活物资，但实际上一直在偷运建筑材料，甚至武器弹药，企图长期侵占仁爱礁。
林剑称，中方敦促菲方立即停止侵权挑衅的行径，中方将继续依法坚决维护自身的主权权益。
O
现场图|中国海警对菲船艇依法登临检查

收起
d",1,42分钟前
5047012258482759,"#中国海警登检菲船艇画面公布#
【中国海警对菲船艇依法登临检查，环球时报独家获得现场执法图片！】中国海警局6月17日通报，当天，菲律宾违背承诺，派出1艘运补船、2艘充气艇非法闯入中国南沙群岛仁爱礁邻近海域，企图向非法“坐滩”军舰运送物资。中国海警采用多种措施依法依规处置，坚决维护了国家领土主权和海洋权益。菲律宾“巴拉望新闻”等多家菲媒6月18日则引用所谓消息人士的话称，菲方此次的运补行动被中方的反制挫败，并付出“七人受伤、一人断指，八枪被缴、一船破损”等代价。《环球时报》记者6月18日获取的一组中国海警执法现场的影像显示，菲方此次的非法运补行动可谓有备而来，执意顽抗，菲方在此次运补行动中出现诸多针对性战术调整以及挑衅意味十足的危险动作，足以戳穿菲方试图营造的“受害者”的虚假形象。
中国海警在官方通报中表示，菲运补船危险接近、蓄意碰撞中方正常航行的船只。中国海警对菲船艇依法采取警告拦阻、登临检查、强制驱离等管制措施。菲律宾GMA和“巴拉望新闻”等媒体在报道中也坦承，菲方此次的运补行动被中方的反制行动挫败。报道称，在此次行动中，菲方出动多艘船艇，目标是向位于仁爱礁上的菲方非法“坐滩”军舰运送物资，但这些船艇均未能接近仁爱礁。
值得注意的是，菲媒在报道中引用所谓“消息人士”的话表示，与以往行动不同的是，菲方此次行动由菲律宾武装部队主导，菲律宾海岸警卫队只负责提供秘密支持。 菲律宾海军的特种作战大队也参与了此次任务，并有一名成员受伤。菲律宾海岸警卫队发言人之一杰伊·塔列拉早些时候甚至公开表示，此次补给任务纯粹是一次军事行动。 菲方的相关调整意味着，菲律宾政府试图升级局势，由海上军事力量而不是海上执法力量参与到对仁爱礁的侵权行动。
菲方运补战术也在进行调整。《环球时报》记者获取的现场影像显示，此次菲方的非法运补行动中，一改以往采用木制的“尤娜扎”号船作为运补船的策略，而是采用航速更快，机动性和突破能力更强的菲军方硬壳充气艇和改装的钢制运输船作为运补主力，其中钢制运输船还做了加固处理，该船驾驶室的前挡玻璃和左右舷窗户都加装了钢板，以“抵御”中方采用的水炮拦阻等管制措施。
“武备”升级的菲方在此次非法运补行动中的表现也值得注意。中国海警6月17日发布的官方通报显示，在中国海警依法对菲船只采取管制措施期间。无视中方多次严正警告，违反《国际海上避碰规则》，以不专业方式，故意危险接近中方正常航行船只，导致发生擦碰。《环球时报》记者获取的现场影像也显示，此次非法运补行动中，菲军出动的运补船上甚至还架有机枪，面对中国海警船的依法警告规制，菲军运补船丝毫没有减速调头的迹象，而是持续加速航行，执意顽抗。在对抗过程中，菲方运补船还多次做出危险航行的举动，试图从中方在仁爱礁正常作业的渔船的左舷穿越船艏，并在位于中方海警船左舷的位置上危险接近、蓄意冲撞中国海警船，上述行径均严重违反了《国际海上避碰规则》。
《环球时报》记者梳理中国海警的官方通报发现，菲方此次以编队形式开展的非法运补行动距离上次大规模海上运补行动已有两个多月，菲方为何突然升级其非法运补行动，加大对抗力度？中国南海研究院海洋法律与政策研究所副所长丁铎18日接受《环球时报》记者采访时表示，前段时间菲律宾的举动遭到中国强有力的反制，菲律宾没有占到什么便宜，现在有比较强烈的动机来闹事，来提高摩擦烈度和对抗强度，同时也是以此试探中国的维权能力。
“菲律宾现在有节奏地按照一定步调地故意升级海上摩擦，为了配合他在外交、法律和舆论等领域多层面地进行侵权挑衅。前几天菲提交南海外大陆架划界申请，菲官员不时扬言再次提起仲裁，随着南海仲裁案非法裁决所谓八周年纪念日的临近，菲律宾是有意以海上行动、舆论、外交等方面的协同策应来试图对中国施加更大的压力。”丁铎称。
面对菲方的恶意挑衅行为，中国海警也加大了执法力度，除了对菲船艇依法采取警告拦阻之外，此次维权执法行动中，中国海警还首次采取了登临检查、强制驱离等管制措施，相关处置合理合法、专业规范。
《环球时报》记者获取的现场影像也显示，面对执意顽抗的菲军船艇，中国海警出动橡皮艇和冲锋舟以前后“夹击”的方式，强制驱离菲军的运补小艇。此外，中国海警执法人员还登临菲军的运补硬壳充气艇开展检查工作，并在菲方小艇上搜出防弹衣等物品。部分菲方人员也配合检查。
值得一提的是，在被中方的强力反制挫败之后，菲方一改以往第一时间就高调发声、恶意污蔑的套路，而是迟迟没有透露此次任务的具体情况。菲官方的“冷漠”表现也引发其国内不满，接受菲媒采访的菲方知情人士表示，尽管事件严重，但菲律宾政府却对此事件保持沉默，这让他感到“沮丧”。
虽然想方设法试图突破中方在仁爱礁的防线，但是菲方完全无法接近侵权的“既定目标”。此次中方的成功反制再次表明，菲方的侵权对抗行动只会是得不偿失。丁铎认为，近一年多来中国就南海问题采取的举措和释放的信号可以看出三个“坚定不移”：一是中国维护自身领土主权和海洋权利的决心坚定不移，二是中国维护南海和平稳定大方向的决心坚定不移，三是中国坚持以对话沟通管控摩擦分歧和以直接谈判磋商解决南海问题的政策立场坚定不移。
“这意味着，菲律宾如果继续制造事端，他面对的必定是中国有针对性的能够让菲律宾感到疼痛的反制措施，菲律宾必然要为其错误付出相应的代价”丁铎表示，中国对于同菲律宾进行涉海沟通对话、开展直接谈判磋商和推进低敏感领域海洋合作的大门始终敞开，机制在，意愿在，基础也在。菲律宾是继续胡搅蛮缠还是迷途知返，到了需要认真反思的时候。
在6月19日的外交部例行记者会上，有记者提问称，中国外交部发言人林剑也对此次中方的反制行动予以回应。林剑表示，菲律宾不顾中方劝阻，执意侵闯中国南沙群岛仁爱礁，是造成这次事态的直接原因。
他介绍称，中国海警现场采取的执法措施是专业、克制的，旨在拦阻菲方的船只非法运补，没有对菲方的人员直接采取措施。菲方一再声称，运补的是生活物资，但实际上一直在偷运建筑材料，甚至武器弹药，企图长期侵占仁爱礁。
林剑称，中方敦促菲方立即停止侵权挑衅的行径，中方将继续依法坚决维护自身的主权权益。（环球时报-环球网报道 记者 樊巍）
收起
d",469,54分钟前
5047011352510871,"#中国海警全时戒备#
【
#中国海警登临检查菲船艇#
】
#菲船只蓄意碰撞中方船只#

中国海警局新闻发言人甘羽表示，今天，菲律宾违背承诺，派出1艘运补船、2艘充气艇非法闯入中国南沙群岛仁爱礁邻近海域，企图向非法“坐滩”军舰运送物资。其间，菲运补船危险接近、蓄意碰撞中方正常航行的船只。
中国海警对菲船艇依法采取警告拦阻、登临检查、强制驱离等管制措施，处置合理合法、专业规范。我们再次正告菲方：任何形式的侵权挑衅都徒劳无益，中国海警全时戒备、严阵以待，坚决维护国家领土主权和海洋权益。
（总台央视记者程琴）
收起
d",赞,57分钟前
5047011338355375,"#中国海警对菲船艇登临检查现场执法图发布#
【中国海警对菲船艇依法登临检查，环球时报独家获得现场执法图片！】中国海警局6月17日通报，当天，菲律宾违背承诺，派出1艘运补船、2艘充气艇非法闯入中国南沙群岛仁爱礁邻近海域，企图向非法“坐滩”军舰运送物资。中国海警采用多种措施依法依规处置，坚决维护了国家领土主权和海洋权益。菲律宾“巴拉望新闻”等多家菲媒6月18日则引用所谓消息人士的话称，菲方此次的运补行动被中方的反制挫败，并付出“七人受伤、一人断指，八枪被缴、一船破损”等代价。《环球时报》记者6月18日获取的一组中国海警执法现场的影像显示，菲方此次的非法运补行动可谓有备而来，执意顽抗，菲方在此次运补行动中出现诸多针对性战术调整以及挑衅意味十足的危险动作，足以戳穿菲方试图营造的“受害者”的虚假形象。
中国海警在官方通报中表示，菲运补船危险接近、蓄意碰撞中方正常航行的船只。中国海警对菲船艇依法采取警告拦阻、登临检查、强制驱离等管制措施。菲律宾GMA和“巴拉望新闻”等媒体在报道中也坦承，菲方此次的运补行动被中方的反制行动挫败。报道称，在此次行动中，菲方出动多艘船艇，目标是向位于仁爱礁上的菲方非法“坐滩”军舰运送物资，但这些船艇均未能接近仁爱礁。
值得注意的是，菲媒在报道中引用所谓“消息人士”的话表示，与以往行动不同的是，菲方此次行动由菲律宾武装部队主导，菲律宾海岸警卫队只负责提供秘密支持。 菲律宾海军的特种作战大队也参与了此次任务，并有一名成员受伤。菲律宾海岸警卫队发言人之一杰伊·塔列拉早些时候甚至公开表示，此次补给任务纯粹是一次军事行动。 菲方的相关调整意味着，菲律宾政府试图升级局势，由海上军事力量而不是海上执法力量参与到对仁爱礁的侵权行动。
菲方运补战术也在进行调整。《环球时报》记者获取的现场影像显示，此次菲方的非法运补行动中，一改以往采用木制的“尤娜扎”号船作为运补船的策略，而是采用航速更快，机动性和突破能力更强的菲军方硬壳充气艇和改装的钢制运输船作为运补主力，其中钢制运输船还做了加固处理，该船驾驶室的前挡玻璃和左右舷窗户都加装了钢板，以“抵御”中方采用的水炮拦阻等管制措施。
“武备”升级的菲方在此次非法运补行动中的表现也值得注意。中国海警6月17日发布的官方通报显示，在中国海警依法对菲船只采取管制措施期间。无视中方多次严正警告，违反《国际海上避碰规则》，以不专业方式，故意危险接近中方正常航行船只，导致发生擦碰。《环球时报》记者获取的现场影像也显示，此次非法运补行动中，菲军出动的运补船上甚至还架有机枪，面对中国海警船的依法警告规制，菲军运补船丝毫没有减速调头的迹象，而是持续加速航行，执意顽抗。在对抗过程中，菲方运补船还多次做出危险航行的举动，试图从中方在仁爱礁正常作业的渔船的左舷穿越船艏，并在位于中方海警船左舷的位置上危险接近、蓄意冲撞中国海警船，上述行径均严重违反了《国际海上避碰规则》。
《环球时报》记者梳理中国海警的官方通报发现，菲方此次以编队形式开展的非法运补行动距离上次大规模海上运补行动已有两个多月，菲方为何突然升级其非法运补行动，加大对抗力度？中国南海研究院海洋法律与政策研究所副所长丁铎18日接受《环球时报》记者采访时表示，前段时间菲律宾的举动遭到中国强有力的反制，菲律宾没有占到什么便宜，现在有比较强烈的动机来闹事，来提高摩擦烈度和对抗强度，同时也是以此试探中国的维权能力。
“菲律宾现在有节奏地按照一定步调地故意升级海上摩擦，为了配合他在外交、法律和舆论等领域多层面地进行侵权挑衅。前几天菲提交南海外大陆架划界申请，菲官员不时扬言再次提起仲裁，随着南海仲裁案非法裁决所谓八周年纪念日的临近，菲律宾是有意以海上行动、舆论、外交等方面的协同策应来试图对中国施加更大的压力。”丁铎称。
面对菲方的恶意挑衅行为，中国海警也加大了执法力度，除了对菲船艇依法采取警告拦阻之外，此次维权执法行动中，中国海警还首次采取了登临检查、强制驱离等管制措施，相关处置合理合法、专业规范。
《环球时报》记者获取的现场影像也显示，面对执意顽抗的菲军船艇，中国海警出动橡皮艇和冲锋舟以前后“夹击”的方式，强制驱离菲军的运补小艇。此外，中国海警执法人员还登临菲军的运补硬壳充气艇开展检查工作，并在菲方小艇上搜出防弹衣等物品。部分菲方人员也配合检查。
值得一提的是，在被中方的强力反制挫败之后，菲方一改以往第一时间就高调发声、恶意污蔑的套路，而是迟迟没有透露此次任务的具体情况。菲官方的“冷漠”表现也引发其国内不满，接受菲媒采访的菲方知情人士表示，尽管事件严重，但菲律宾政府却对此事件保持沉默，这让他感到“沮丧”。
虽然想方设法试图突破中方在仁爱礁的防线，但是菲方完全无法接近侵权的“既定目标”。此次中方的成功反制再次表明，菲方的侵权对抗行动只会是得不偿失。丁铎认为，近一年多来中国就南海问题采取的举措和释放的信号可以看出三个“坚定不移”：一是中国维护自身领土主权和海洋权利的决心坚定不移，二是中国维护南海和平稳定大方向的决心坚定不移，三是中国坚持以对话沟通管控摩擦分歧和以直接谈判磋商解决南海问题的政策立场坚定不移。
“这意味着，菲律宾如果继续制造事端，他面对的必定是中国有针对性的能够让菲律宾感到疼痛的反制措施，菲律宾必然要为其错误付出相应的代价”丁铎表示，中国对于同菲律宾进行涉海沟通对话、开展直接谈判磋商和推进低敏感领域海洋合作的大门始终敞开，机制在，意愿在，基础也在。菲律宾是继续胡搅蛮缠还是迷途知返，到了需要认真反思的时候。
在6月19日的外交部例行记者会上，有记者提问称，中国外交部发言人林剑也对此次中方的反制行动予以回应。林剑表示，菲律宾不顾中方劝阻，执意侵闯中国南沙群岛仁爱礁，是造成这次事态的直接原因。
他介绍称，中国海警现场采取的执法措施是专业、克制的，旨在拦阻菲方的船只非法运补，没有对菲方的人员直接采取措施。菲方一再声称，运补的是生活物资，但实际上一直在偷运建筑材料，甚至武器弹药，企图长期侵占仁爱礁。
林剑称，中方敦促菲方立即停止侵权挑衅的行径，中方将继续依法坚决维护自身的主权权益。
收起
d",赞,57分钟前
5047011281208348,"#中国海警对菲船艇登临检查现场执法图发布#
【中国海警对菲船艇依法登临检查，环球时报独家获得现场执法图片！】中国海警局6月17日通报，当天，菲律宾违背承诺，派出1艘运补船、2艘充气艇非法闯入中国南沙群岛仁爱礁邻近海域，企图向非法“坐滩”军舰运送物资。中国海警采用多种措施依法依规处置，坚决维护了国家领土主权和海洋权益。菲律宾“巴拉望新闻”等多家菲媒6月18日则引用所谓消息人士的话称，菲方此次的运补行动被中方的反制挫败，并付出“七人受伤、一人断指，八枪被缴、一船破损”等代价。《环球时报》记者6月18日获取的一组中国海警执法现场的影像显示，菲方此次的非法运补行动可谓有备而来，执意顽抗，菲方在此次运补行动中出现诸多针对性战术调整以及挑衅意味十足的危险动作，足以戳穿菲方试图营造的“受害者”的虚假形象。
中国海警在官方通报中表示，菲运补船危险接近、蓄意碰撞中方正常航行的船只。中国海警对菲船艇依法采取警告拦阻、登临检查、强制驱离等管制措施。菲律宾GMA和“巴拉望新闻”等媒体在报道中也坦承，菲方此次的运补行动被中方的反制行动挫败。报道称，在此次行动中，菲方出动多艘船艇，目标是向位于仁爱礁上的菲方非法“坐滩”军舰运送物资，但这些船艇均未能接近仁爱礁。
值得注意的是，菲媒在报道中引用所谓“消息人士”的话表示，与以往行动不同的是，菲方此次行动由菲律宾武装部队主导，菲律宾海岸警卫队只负责提供秘密支持。 菲律宾海军的特种作战大队也参与了此次任务，并有一名成员受伤。菲律宾海岸警卫队发言人之一杰伊·塔列拉早些时候甚至公开表示，此次补给任务纯粹是一次军事行动。 菲方的相关调整意味着，菲律宾政府试图升级局势，由海上军事力量而不是海上执法力量参与到对仁爱礁的侵权行动。
菲方运补战术也在进行调整。《环球时报》记者获取的现场影像显示，此次菲方的非法运补行动中，一改以往采用木制的“尤娜扎”号船作为运补船的策略，而是采用航速更快，机动性和突破能力更强的菲军方硬壳充气艇和改装的钢制运输船作为运补主力，其中钢制运输船还做了加固处理，该船驾驶室的前挡玻璃和左右舷窗户都加装了钢板，以“抵御”中方采用的水炮拦阻等管制措施。
“武备”升级的菲方在此次非法运补行动中的表现也值得注意。中国海警6月17日发布的官方通报显示，在中国海警依法对菲船只采取管制措施期间。无视中方多次严正警告，违反《国际海上避碰规则》，以不专业方式，故意危险接近中方正常航行船只，导致发生擦碰。《环球时报》记者获取的现场影像也显示，此次非法运补行动中，菲军出动的运补船上甚至还架有机枪，面对中国海警船的依法警告规制，菲军运补船丝毫没有减速调头的迹象，而是持续加速航行，执意顽抗。在对抗过程中，菲方运补船还多次做出危险航行的举动，试图从中方在仁爱礁正常作业的渔船的左舷穿越船艏，并在位于中方海警船左舷的位置上危险接近、蓄意冲撞中国海警船，上述行径均严重违反了《国际海上避碰规则》。
《环球时报》记者梳理中国海警的官方通报发现，菲方此次以编队形式开展的非法运补行动距离上次大规模海上运补行动已有两个多月，菲方为何突然升级其非法运补行动，加大对抗力度？中国南海研究院海洋法律与政策研究所副所长丁铎18日接受《环球时报》记者采访时表示，前段时间菲律宾的举动遭到中国强有力的反制，菲律宾没有占到什么便宜，现在有比较强烈的动机来闹事，来提高摩擦烈度和对抗强度，同时也是以此试探中国的维权能力。
“菲律宾现在有节奏地按照一定步调地故意升级海上摩擦，为了配合他在外交、法律和舆论等领域多层面地进行侵权挑衅。前几天菲提交南海外大陆架划界申请，菲官员不时扬言再次提起仲裁，随着南海仲裁案非法裁决所谓八周年纪念日的临近，菲律宾是有意以海上行动、舆论、外交等方面的协同策应来试图对中国施加更大的压力。”丁铎称。
面对菲方的恶意挑衅行为，中国海警也加大了执法力度，除了对菲船艇依法采取警告拦阻之外，此次维权执法行动中，中国海警还首次采取了登临检查、强制驱离等管制措施，相关处置合理合法、专业规范。
《环球时报》记者获取的现场影像也显示，面对执意顽抗的菲军船艇，中国海警出动橡皮艇和冲锋舟以前后“夹击”的方式，强制驱离菲军的运补小艇。此外，中国海警执法人员还登临菲军的运补硬壳充气艇开展检查工作，并在菲方小艇上搜出防弹衣等物品。部分菲方人员也配合检查。
值得一提的是，在被中方的强力反制挫败之后，菲方一改以往第一时间就高调发声、恶意污蔑的套路，而是迟迟没有透露此次任务的具体情况。菲官方的“冷漠”表现也引发其国内不满，接受菲媒采访的菲方知情人士表示，尽管事件严重，但菲律宾政府却对此事件保持沉默，这让他感到“沮丧”。
虽然想方设法试图突破中方在仁爱礁的防线，但是菲方完全无法接近侵权的“既定目标”。此次中方的成功反制再次表明，菲方的侵权对抗行动只会是得不偿失。丁铎认为，近一年多来中国就南海问题采取的举措和释放的信号可以看出三个“坚定不移”：一是中国维护自身领土主权和海洋权利的决心坚定不移，二是中国维护南海和平稳定大方向的决心坚定不移，三是中国坚持以对话沟通管控摩擦分歧和以直接谈判磋商解决南海问题的政策立场坚定不移。
“这意味着，菲律宾如果继续制造事端，他面对的必定是中国有针对性的能够让菲律宾感到疼痛的反制措施，菲律宾必然要为其错误付出相应的代价”丁铎表示，中国对于同菲律宾进行涉海沟通对话、开展直接谈判磋商和推进低敏感领域海洋合作的大门始终敞开，机制在，意愿在，基础也在。菲律宾是继续胡搅蛮缠还是迷途知返，到了需要认真反思的时候。
在6月19日的外交部例行记者会上，有记者提问称，中国外交部发言人林剑也对此次中方的反制行动予以回应。林剑表示，菲律宾不顾中方劝阻，执意侵闯中国南沙群岛仁爱礁，是造成这次事态的直接原因。
他介绍称，中国海警现场采取的执法措施是专业、克制的，旨在拦阻菲方的船只非法运补，没有对菲方的人员直接采取措施。菲方一再声称，运补的是生活物资，但实际上一直在偷运建筑材料，甚至武器弹药，企图长期侵占仁爱礁。
林剑称，中方敦促菲方立即停止侵权挑衅的行径，中方将继续依法坚决维护自身的主权权益。
收起
d",赞,57分钟前
