mid,publish_time,user_name,user_link,content,weibo_link,forward_num,comment_num,like_num
5046379686659252,2024-06-17 22:22:17,西4444,https://weibo.com/u/5890886101,转发微博,https://weibo.com/5890886101/OjsxWrWni,0,0,0
5046330977685067,2024-06-17 19:08:44,mingkninga,https://weibo.com/u/5376257733,转发微博,https://weibo.com/5376257733/OjrhnwfeH,0,0,0
5046326847080192,2024-06-17 18:52:19,用户7864658866,https://weibo.com/u/7864658866,没有他农村人出不来工作，如今不愁吃穿。,https://weibo.com/7864658866/OjraItHSE,0,0,0
5046307205678469,2024-06-17 17:34:16,点一盏66大顺灯,https://weibo.com/u/7333075767,从此以后一小部分人快速富起来了,https://weibo.com/7333075767/OjqF2nPed,0,0,0
5046283020010127,2024-06-17 15:58:09,happy丸子木头,https://weibo.com/u/5804946564,转发微博,https://weibo.com/5804946564/Ojq2202Dl,0,0,0
5046215888867517,2024-06-17 11:31:25,香烟过敏_007,https://weibo.com/u/1104986190,转发微博,https://weibo.com/1104986190/OjohKBcQt,0,0,0
5046177561051846,2024-06-17 08:59:07,思想侠,https://weibo.com/u/2129607223,//@西安薛惠芳--中医:骨碎补。桑寄生。鹿角胶。车前子。对腰椎间盘突出。渐冻症。下肢静脉曲张。有辅助治疗作用。用法内服外洗。,https://weibo.com/2129607223/OjnhW4pDg,0,0,0
5046150225200815,2024-06-17 07:10:29,用户7379801764,https://weibo.com/u/7379801764,转发微博,https://weibo.com/7379801764/OjmzQlOY7,0,0,0
5046054861147404,2024-06-17 00:51:33,玻色子198904,https://weibo.com/u/7843852064,问题不是改开带来的，而是改开不彻底带来的。,https://weibo.com/7843852064/Ojk624Ouw,0,0,0
5046037792427569,2024-06-16 23:43:43,不会跳广场舞的张大爷,https://weibo.com/u/6376598425,转发微博,https://weibo.com/6376598425/OjjEvabwl,0,0,0
5045961099837507,2024-06-16 18:38:57,西安薛惠芳--中医,https://weibo.com/u/2216120321,骨碎补。桑寄生。鹿角胶。车前子。对腰椎间盘突出。渐冻症。下肢静脉曲张。有辅助治疗作用。用法内服外洗。,https://weibo.com/2216120321/OjhENFhbt,1,0,2
5045876614236629,2024-06-16 13:03:15,稻谷飘香云淡天高,https://weibo.com/u/5532673709,春天的故事，他为我们画了一个圈，奠定了改革开放的基础。[鲜花],https://weibo.com/5532673709/OjfsxhM8J,0,0,1
5045852504851104,2024-06-16 11:27:26,赵叁020,https://weibo.com/u/7355724888,转发微博,https://weibo.com/7355724888/OjePEklZC,0,0,0
5045852425162275,2024-06-16 11:27:08,赵叁020,https://weibo.com/u/7355724888,中国脊梁总设计师邓公贡献非凡，值得后人敬仰[鲜花],https://weibo.com/7355724888/OjePwlEWv,0,0,0
5045777978360537,2024-06-16 06:31:19,用户7924716215,https://weibo.com/u/7924716215,🌹🌹🌹🌹🌹🌹,https://weibo.com/7924716215/OjcTrz4Xn,0,0,0
5045490997002283,2024-06-15 11:30:56,zzyy1990,https://weibo.com/u/1853592250,转发微博,https://weibo.com/1853592250/Oj5qztnC3,0,0,0
5045447896599496,2024-06-15 08:39:41,小树呀ya,https://weibo.com/u/7734426113,转发微博,https://weibo.com/7734426113/Oj4j3rGPu,0,0,0
5045439924014196,2024-06-15 08:08:00,用户7846278898,https://weibo.com/u/7846278898,转发微博,https://weibo.com/7846278898/Oj46cgQh6,0,0,1
5045291203962407,2024-06-14 22:17:03,不会跳广场舞的张大爷,https://weibo.com/u/6376598425,转发微博,https://weibo.com/6376598425/Oj0ekgCNN,0,0,0
5044972199871559,2024-06-14 01:09:26,用户7924002526,https://weibo.com/u/7924002526,转发微博,https://weibo.com/7924002526/OiRVNFq2H,0,0,0
5044920853991444,2024-06-13 21:45:24,用户7730340603,https://weibo.com/u/7730340603,[鲜花][鲜花][鲜花][鲜花][鲜花][鲜花][鲜花][鲜花][鲜花],https://weibo.com/7730340603/OiQAZgKm8,0,0,0
5044738013004808,2024-06-13 09:38:52,Seancct,https://weibo.com/u/6201882517,为改革开放的总设计师献上一朵花🌹,https://weibo.com/6201882517/OiLQ5cBGE,0,0,0
